X,Y,Z,RockUnit,ALT,Sample Site Name
2745.1,4844.4,2641.5,2,13,90-104
2745.1,4844.4,2626.5,2,13,90-104
2745.1,4844.4,2611.5,2,13,90-104
2745.1,4844.4,2596.5,2,13,90-104
2745.1,4844.4,2581.5,2,13,90-104
2745.1,4844.4,2566.5,2,13,90-104
2745.1,4844.4,2551.5,2,13,90-104
2745.1,4844.4,2536.5,2,13,90-104
2745.1,4844.4,2521.5,2,13,90-104
2745.1,4844.4,2506.5,2,13,90-104
2745.1,4844.4,2491.5,2,13,90-104
2745.1,4844.4,2476.5,2,13,90-104
2745.1,4844.4,2461.5,2,13,90-104
2745.1,4844.4,2446.5,2,13,90-104
2745.1,4844.4,2431.5,2,13,90-104
2745.1,4844.4,2416.5,2,13,90-104
2745.1,4844.4,2401.5,2,13,90-104
2745.1,4844.4,2386.5,2,13,90-104
2745.1,4844.4,2371.5,2,13,90-104
2745.1,4844.4,2356.5,2,13,90-104
2745.1,4844.4,2341.5,2,13,90-104
2745.1,4844.4,2326.5,2,13,90-104
2745.1,4844.4,2311.5,2,13,90-104
2745.1,4844.4,2296.5,2,13,90-104
2745.1,4844.4,2281.5,2,13,90-104
2745.1,4844.4,2268,2,13,90-104
2517.9,4923.9,2657.5,2,15,90-105
2517.9,4923.9,2642.5,2,15,90-105
2517.9,4923.9,2627.5,2,15,90-105
2517.9,4923.9,2612.5,2,15,90-105
2517.9,4923.9,2597.5,2,15,90-105
2517.9,4923.9,2582.5,2,14,90-105
2517.9,4923.9,2567.5,2,15,90-105
2517.9,4923.9,2552.5,2,15,90-105
2517.9,4923.9,2537.5,2,15,90-105
2517.9,4923.9,2522.5,2,13,90-105
2517.9,4923.9,2507.5,2,13,90-105
2517.9,4923.9,2492.5,2,13,90-105
2517.9,4923.9,2477.5,2,13,90-105
2517.9,4923.9,2462.5,2,13,90-105
2517.9,4923.9,2447.5,2,13,90-105
2517.9,4923.9,2432.5,2,13,90-105
2517.9,4923.9,2417.5,2,13,90-105
2517.9,4923.9,2402.5,2,13,90-105
2517.9,4923.9,2387.5,2,13,90-105
2517.9,4923.9,2372.5,2,13,90-105
2517.9,4923.9,2357.5,2,13,90-105
2517.9,4923.9,2342.5,2,13,90-105
2517.9,4923.9,2327.5,2,13,90-105
2517.9,4923.9,2312.5,2,13,90-105
2517.9,4923.9,2297.5,2,13,90-105
2517.9,4923.9,2282.5,2,13,90-105
2517.9,4923.9,2274,2,13,90-105
2373.6,4973.6,2666.6,2,12,90-106
2373.6,4973.6,2651.6,2,15,90-106
2373.6,4973.6,2636.6,2,15,90-106
2373.6,4973.6,2621.6,2,15,90-106
2373.6,4973.6,2606.6,2,15,90-106
2373.6,4973.6,2591.6,2,15,90-106
2373.6,4973.6,2576.6,2,15,90-106
2373.6,4973.6,2561.6,2,15,90-106
2373.6,4973.6,2546.6,2,15,90-106
2373.6,4973.6,2531.6,2,13,90-106
2373.6,4973.6,2516.6,2,13,90-106
2373.6,4973.6,2501.6,2,13,90-106
2373.6,4973.6,2486.6,2,13,90-106
2373.6,4973.6,2471.6,1,13,90-106
2373.6,4973.6,2456.6,1,13,90-106
2373.6,4973.6,2441.6,1,13,90-106
2373.6,4973.6,2426.6,1,13,90-106
2373.6,4973.6,2411.6,1,13,90-106
2373.6,4973.6,2396.6,1,13,90-106
2373.6,4973.6,2381.6,2,13,90-106
2373.6,4973.6,2366.6,2,13,90-106
2373.6,4973.6,2351.6,2,13,90-106
2373.6,4973.6,2336.6,2,13,90-106
2373.6,4973.6,2321.6,2,13,90-106
2373.6,4973.6,2306.6,2,13,90-106
2373.6,4973.6,2291.6,2,13,90-106
2373.6,4973.6,2278.1,3,13,90-106
2641.7,4963,2653.6,2,11,90-107
2641.7,4963,2638.6,2,13,90-107
2641.7,4963,2623.6,2,13,90-107
2641.7,4963,2608.6,2,13,90-107
2641.7,4963,2593.6,2,13,90-107
2641.7,4963,2578.6,2,13,90-107
2641.7,4963,2563.6,2,13,90-107
2641.7,4963,2548.6,2,13,90-107
2641.7,4963,2533.6,2,13,90-107
2641.7,4963,2518.6,2,13,90-107
2641.7,4963,2503.6,2,13,90-107
2641.7,4963,2488.6,2,13,90-107
2641.7,4963,2473.6,1,13,90-107
2641.7,4963,2458.6,1,13,90-107
2641.7,4963,2443.6,1,13,90-107
2641.7,4963,2428.6,1,13,90-107
2641.7,4963,2413.6,2,13,90-107
2641.7,4963,2398.6,2,13,90-107
2641.7,4963,2383.6,2,13,90-107
2641.7,4963,2368.6,2,13,90-107
2641.7,4963,2353.6,2,13,90-107
2641.7,4963,2338.6,2,13,90-107
2641.7,4963,2323.6,2,13,90-107
2641.7,4963,2308.6,2,13,90-107
2641.7,4963,2293.6,2,13,90-107
2641.7,4963,2278.6,2,13,90-107
2641.7,4963,2264.65,2,13,90-107
2848.3,4957,2652.5,2,12,90-108
2848.3,4957,2637.5,2,13,90-108
2848.3,4957,2622.5,2,13,90-108
2848.3,4957,2607.5,2,13,90-108
2848.3,4957,2592.5,2,13,90-108
2848.3,4957,2577.5,2,13,90-108
2848.3,4957,2562.5,2,13,90-108
2848.3,4957,2547.5,2,13,90-108
2848.3,4957,2532.5,2,13,90-108
2848.3,4957,2517.5,2,13,90-108
2848.3,4957,2502.5,2,13,90-108
2848.3,4957,2487.5,2,13,90-108
2848.3,4957,2472.5,2,13,90-108
2848.3,4957,2457.5,1,13,90-108
2848.3,4957,2442.5,1,13,90-108
2848.3,4957,2427.5,2,13,90-108
2848.3,4957,2414.5,2,13,90-108
2464.8,5063.1,2661.5,2,12,90-110
2464.8,5063.1,2646.5,2,15,90-110
2464.8,5063.1,2631.5,2,15,90-110
2464.8,5063.1,2616.5,2,15,90-110
2464.8,5063.1,2601.5,2,15,90-110
2464.8,5063.1,2586.5,2,15,90-110
2464.8,5063.1,2571.5,2,15,90-110
2464.8,5063.1,2556.5,2,15,90-110
2464.8,5063.1,2541.5,2,15,90-110
2464.8,5063.1,2526.5,2,15,90-110
2464.8,5063.1,2511.5,1,13,90-110
2464.8,5063.1,2496.5,1,13,90-110
2464.8,5063.1,2481.5,1,13,90-110
2464.8,5063.1,2466.5,1,13,90-110
2464.8,5063.1,2451.5,1,13,90-110
2464.8,5063.1,2436.5,1,13,90-110
2464.8,5063.1,2421.5,2,13,90-110
2464.8,5063.1,2406.5,2,13,90-110
2464.8,5063.1,2391.5,2,13,90-110
2464.8,5063.1,2376.5,2,13,90-110
2464.8,5063.1,2361.5,2,13,90-110
2464.8,5063.1,2346.5,2,13,90-110
2464.8,5063.1,2331.5,2,12,90-110
2464.8,5063.1,2316.5,2,12,90-110
2464.8,5063.1,2301.5,3,12,90-110
2464.8,5063.1,2286.5,3,12,90-110
2464.8,5063.1,2273,3,13,90-110
2649.6,5063.2,2650.4,2,12,90-111
2649.6,5063.2,2635.4,2,13,90-111
2649.6,5063.2,2620.4,2,13,90-111
2649.6,5063.2,2605.4,2,13,90-111
2649.6,5063.2,2590.4,2,13,90-111
2649.6,5063.2,2575.4,2,13,90-111
2649.6,5063.2,2560.4,2,13,90-111
2649.6,5063.2,2545.4,2,13,90-111
2649.6,5063.2,2530.4,2,13,90-111
2649.6,5063.2,2515.4,1,13,90-111
2649.6,5063.2,2500.4,1,13,90-111
2649.6,5063.2,2485.4,1,13,90-111
2649.6,5063.2,2470.4,1,13,90-111
2649.6,5063.2,2455.4,1,13,90-111
2649.6,5063.2,2440.4,1,12,90-111
2649.6,5063.2,2425.4,2,12,90-111
2649.6,5063.2,2410.4,2,12,90-111
2649.6,5063.2,2395.4,2,12,90-111
2649.6,5063.2,2380.4,2,12,90-111
2649.6,5063.2,2365.4,2,12,90-111
2649.6,5063.2,2350.4,2,12,90-111
2649.6,5063.2,2335.4,2,12,90-111
2649.6,5063.2,2320.4,2,13,90-111
2649.6,5063.2,2305.4,2,13,90-111
2649.6,5063.2,2290.4,2,13,90-111
2649.6,5063.2,2275.4,2,13,90-111
2649.6,5063.2,2263.4,3,13,90-111
2894.6,5101.5,2638.9,2,11,90-112
2894.6,5101.5,2623.9,2,13,90-112
2894.6,5101.5,2608.9,2,13,90-112
2894.6,5101.5,2593.9,2,13,90-112
2894.6,5101.5,2578.9,2,13,90-112
2894.6,5101.5,2563.9,2,13,90-112
2894.6,5101.5,2548.9,2,13,90-112
2894.6,5101.5,2533.9,1,13,90-112
2894.6,5101.5,2518.9,1,12,90-112
2894.6,5101.5,2503.9,1,12,90-112
2894.6,5101.5,2488.9,1,12,90-112
2894.6,5101.5,2473.9,1,12,90-112
2894.6,5101.5,2458.9,1,12,90-112
2894.6,5101.5,2443.9,1,12,90-112
2894.6,5101.5,2428.9,2,12,90-112
2894.6,5101.5,2413.9,2,12,90-112
2894.6,5101.5,2398.9,2,12,90-112
2894.6,5101.5,2383.9,2,12,90-112
2894.6,5101.5,2368.9,2,12,90-112
2894.6,5101.5,2353.9,2,12,90-112
2894.6,5101.5,2338.9,2,12,90-112
2894.6,5101.5,2323.9,2,12,90-112
2894.6,5101.5,2308.9,2,12,90-112
2894.6,5101.5,2293.9,2,12,90-112
2894.6,5101.5,2278.9,2,12,90-112
2894.6,5101.5,2263.9,2,13,90-112
2894.6,5101.5,2251.15,2,13,90-112
3021.23,5108.5,2647.35,2,12,90-113
3016.1,5108.5,2633.26,2,13,90-113
3010.97,5108.5,2619.16,2,13,90-113
3005.84,5108.5,2605.07,2,13,90-113
3000.71,5108.5,2590.97,2,13,90-113
2995.58,5108.5,2576.88,2,13,90-113
2990.45,5108.5,2562.78,2,12,90-113
2985.32,5108.5,2548.68,2,12,90-113
2980.19,5108.5,2534.59,1,12,90-113
2975.06,5108.5,2520.49,1,12,90-113
2969.93,5108.5,2506.4,1,12,90-113
2964.8,5108.5,2492.3,1,12,90-113
2959.67,5108.5,2478.21,1,12,90-113
2954.54,5108.5,2464.11,1,12,90-113
2949.41,5108.5,2450.02,1,13,90-113
2944.28,5108.5,2435.92,2,13,90-113
2939.15,5108.5,2421.83,2,12,90-113
2936.46,5108.5,2414.43,2,13,90-113
2902.02,5207,2638.58,1,13,90-114
2909.06,5207,2625.33,1,13,90-114
2916.11,5207,2612.09,1,13,90-114
2923.15,5207,2598.85,1,13,90-114
2930.19,5207,2585.6,1,13,90-114
2937.23,5207,2572.36,1,13,90-114
2944.27,5207,2559.11,1,13,90-114
2951.32,5207,2545.87,1,13,90-114
2958.36,5207,2532.62,1,13,90-114
2965.4,5207,2519.38,1,13,90-114
2972.44,5207,2506.14,1,12,90-114
2979.48,5207,2492.89,1,12,90-114
2986.53,5207,2479.65,1,12,90-114
2993.57,5207,2466.4,1,12,90-114
3000.61,5207,2453.16,2,12,90-114
3007.65,5207,2439.91,2,12,90-114
3014.69,5207,2426.67,2,12,90-114
3021.74,5207,2413.43,2,12,90-114
3028.78,5207,2400.18,2,12,90-114
3035.82,5207,2386.94,2,12,90-114
3042.86,5207,2373.69,2,12,90-114
3049.9,5207,2360.45,2,12,90-114
3056.95,5207,2347.21,2,13,90-114
3063.99,5207,2333.96,2,13,90-114
3071.03,5207,2320.72,2,13,90-114
3078.07,5207,2307.47,2,13,90-114
3082.35,5207,2299.44,2,13,90-114
2703.4,5316.7,2649.9,1,12,90-115
2703.4,5316.7,2634.9,1,13,90-115
2703.4,5316.7,2619.9,1,13,90-115
2703.4,5316.7,2604.9,1,13,90-115
2703.4,5316.7,2589.9,1,13,90-115
2703.4,5316.7,2574.9,1,13,90-115
2703.4,5316.7,2559.9,1,13,90-115
2703.4,5316.7,2544.9,1,13,90-115
2703.4,5316.7,2529.9,1,13,90-115
2703.4,5316.7,2514.9,1,13,90-115
2703.4,5316.7,2499.9,1,13,90-115
2703.4,5316.7,2484.9,2,13,90-115
2703.4,5316.7,2469.9,3,13,90-115
2703.4,5316.7,2454.9,3,13,90-115
2703.4,5316.7,2439.9,3,13,90-115
2703.4,5316.7,2424.9,3,13,90-115
2703.4,5316.7,2409.9,3,13,90-115
2703.4,5316.7,2394.9,3,13,90-115
2703.4,5316.7,2379.9,3,13,90-115
2703.4,5316.7,2364.9,3,13,90-115
2703.4,5316.7,2349.9,3,13,90-115
2703.4,5316.7,2334.9,3,13,90-115
2703.4,5316.7,2319.9,3,13,90-115
2703.4,5316.7,2304.9,3,13,90-115
2703.4,5316.7,2289.9,3,13,90-115
2703.4,5316.7,2274.9,3,13,90-115
2703.4,5316.7,2264.7,3,13,90-115
3138.05,5313.9,2625.3,1,15,90-116
3130.55,5313.9,2612.31,1,14,90-116
3123.05,5313.9,2599.32,1,13,90-116
3115.55,5313.9,2586.33,1,13,90-116
3108.05,5313.9,2573.34,1,13,90-116
3100.55,5313.9,2560.35,1,13,90-116
3093.05,5313.9,2547.36,1,13,90-116
3085.55,5313.9,2534.37,1,13,90-116
3078.05,5313.9,2521.38,1,13,90-116
3070.55,5313.9,2508.39,1,12,90-116
3063.05,5313.9,2495.4,1,12,90-116
3055.55,5313.9,2482.41,1,12,90-116
3048.05,5313.9,2469.42,2,12,90-116
3040.55,5313.9,2456.43,2,13,90-116
3033.05,5313.9,2443.44,2,13,90-116
3025.55,5313.9,2430.45,2,12,90-116
3018.05,5313.9,2417.46,2,12,90-116
3010.55,5313.9,2404.47,2,12,90-116
3003.05,5313.9,2391.48,2,12,90-116
2995.55,5313.9,2378.49,2,12,90-116
2988.05,5313.9,2365.5,2,12,90-116
2980.55,5313.9,2352.51,2,12,90-116
2973.05,5313.9,2339.52,2,13,90-116
2965.55,5313.9,2326.53,3,13,90-116
2958.05,5313.9,2313.54,3,13,90-116
2950.55,5313.9,2300.55,3,13,90-116
2944.19,5313.9,2289.53,3,14,90-116
2895.72,5410.2,2643.38,1,11,90-117
2902.76,5410.2,2630.13,1,13,90-117
2909.81,5410.2,2616.89,1,13,90-117
2916.85,5410.2,2603.65,1,12,90-117
2923.89,5410.2,2590.4,1,12,90-117
2930.93,5410.2,2577.16,1,12,90-117
2937.97,5410.2,2563.91,1,12,90-117
2945.02,5410.2,2550.67,1,12,90-117
2952.06,5410.2,2537.42,1,12,90-117
2959.1,5410.2,2524.18,1,12,90-117
2966.14,5410.2,2510.94,1,12,90-117
2973.18,5410.2,2497.69,2,12,90-117
2980.23,5410.2,2484.45,3,12,90-117
2987.27,5410.2,2471.2,3,12,90-117
2994.31,5410.2,2457.96,3,12,90-117
3001.35,5410.2,2444.71,3,12,90-117
3007.41,5410.2,2433.32,3,12,90-117
2297.6,4809.1,2667.5,2,15,92-118
2297.6,4809.1,2652.5,2,15,92-118
2297.6,4809.1,2637.5,2,15,92-118
2297.6,4809.1,2622.5,2,15,92-118
2297.6,4809.1,2607.5,2,15,92-118
2297.6,4809.1,2592.5,2,15,92-118
2297.6,4809.1,2577.5,2,15,92-118
2297.6,4809.1,2562.5,2,15,92-118
2297.6,4809.1,2547.5,2,15,92-118
2297.6,4809.1,2532.5,2,15,92-118
2297.6,4809.1,2517.5,2,15,92-118
2297.6,4809.1,2502.5,2,15,92-118
2297.6,4809.1,2487.5,2,15,92-118
2297.6,4809.1,2472.5,2,15,92-118
2297.6,4809.1,2457.5,2,15,92-118
2297.6,4809.1,2442.5,2,15,92-118
2297.6,4809.1,2427.5,2,15,92-118
2297.6,4809.1,2412.5,2,15,92-118
2297.6,4809.1,2397.5,2,15,92-118
2297.6,4809.1,2382.5,2,16,92-118
2297.6,4809.1,2367.5,2,16,92-118
2297.6,4809.1,2352.5,2,16,92-118
2297.6,4809.1,2337.5,2,16,92-118
2297.6,4809.1,2322.5,2,16,92-118
2297.6,4809.1,2307.5,2,16,92-118
2297.6,4809.1,2292.5,2,16,92-118
2297.6,4809.1,2277.5,2,16,92-118
2297.6,4809.1,2262.5,2,16,92-118
2297.6,4809.1,2247.5,2,16,92-118
2297.6,4809.1,2232.5,2,16,92-118
2297.6,4809.1,2217.5,2,16,92-118
2297.6,4809.1,2202.5,2,16,92-118
2297.6,4809.1,2187.5,2,16,92-118
2297.6,4809.1,2172.5,2,16,92-118
2297.6,4809.1,2157.5,2,16,92-118
2297.6,4809.1,2142.5,2,16,92-118
2297.6,4809.1,2127.5,2,16,92-118
2297.6,4809.1,2112.5,2,16,92-118
2297.6,4809.1,2097.5,2,16,92-118
2297.6,4809.1,2086.45,2,16,92-118
2493.4,4811.4,2665.7,2,16,92-119
2493.4,4811.4,2650.7,2,16,92-119
2493.4,4811.4,2635.7,2,16,92-119
2493.4,4811.4,2620.7,2,16,92-119
2493.4,4811.4,2605.7,2,16,92-119
2493.4,4811.4,2590.7,2,16,92-119
2493.4,4811.4,2575.7,2,16,92-119
2493.4,4811.4,2560.7,2,16,92-119
2493.4,4811.4,2545.7,2,15,92-119
2493.4,4811.4,2530.7,2,15,92-119
2493.4,4811.4,2515.7,2,15,92-119
2493.4,4811.4,2500.7,2,15,92-119
2493.4,4811.4,2485.7,2,15,92-119
2493.4,4811.4,2470.7,2,15,92-119
2493.4,4811.4,2455.7,2,15,92-119
2493.4,4811.4,2440.7,2,13,92-119
2493.4,4811.4,2425.7,2,13,92-119
2493.4,4811.4,2410.7,2,13,92-119
2493.4,4811.4,2395.7,2,13,92-119
2493.4,4811.4,2380.7,2,13,92-119
2493.4,4811.4,2365.7,2,13,92-119
2493.4,4811.4,2350.7,2,13,92-119
2493.4,4811.4,2335.7,2,13,92-119
2493.4,4811.4,2320.7,2,13,92-119
2493.4,4811.4,2305.7,2,13,92-119
2493.4,4811.4,2290.7,2,13,92-119
2493.4,4811.4,2275.7,2,13,92-119
2493.4,4811.4,2260.7,2,13,92-119
2493.4,4811.4,2245.7,2,13,92-119
2493.4,4811.4,2230.7,2,13,92-119
2493.4,4811.4,2215.7,2,13,92-119
2493.4,4811.4,2200.7,2,13,92-119
2493.4,4811.4,2185.7,2,13,92-119
2493.4,4811.4,2170.7,2,15,92-119
2493.4,4811.4,2155.7,2,15,92-119
2493.4,4811.4,2140.7,2,15,92-119
2493.4,4811.4,2125.7,2,16,92-119
2493.4,4811.4,2110.7,2,16,92-119
2493.4,4811.4,2095.7,2,16,92-119
2493.4,4811.4,2080.7,2,16,92-119
2493.4,4811.4,2073.13,2,16,92-119
3006.69,4828,2637.72,2,16,92-120
3003.06,4828,2623.17,2,16,92-120
2999.43,4828,2608.61,2,16,92-120
2995.8,4828,2594.06,2,15,92-120
2992.17,4828,2579.51,2,16,92-120
2988.54,4828,2564.95,2,16,92-120
2984.91,4828,2550.4,2,16,92-120
2981.28,4828,2535.84,2,16,92-120
2977.65,4828,2521.29,2,15,92-120
2974.03,4828,2506.73,2,15,92-120
2970.4,4828,2492.18,2,15,92-120
2966.77,4828,2477.62,2,15,92-120
2963.14,4828,2463.07,2,15,92-120
2959.51,4828,2448.52,2,15,92-120
2955.88,4828,2433.96,2,15,92-120
2952.25,4828,2419.41,2,15,92-120
2948.62,4828,2404.85,2,15,92-120
2945,4828,2390.3,2,15,92-120
2941.37,4828,2375.74,2,15,92-120
2937.74,4828,2361.19,2,15,92-120
2934.11,4828,2346.63,2,15,92-120
2930.48,4828,2332.08,2,13,92-120
2926.85,4828,2317.53,2,13,92-120
2923.22,4828,2302.97,2,15,92-120
2919.59,4828,2288.42,2,15,92-120
2915.96,4828,2273.86,2,13,92-120
2912.34,4828,2259.31,2,13,92-120
2908.71,4828,2244.75,2,13,92-120
2905.08,4828,2230.2,2,15,92-120
2901.45,4828,2215.64,2,13,92-120
2897.82,4828,2201.09,2,15,92-120
2894.19,4828,2186.54,2,15,92-120
2890.56,4828,2171.98,2,15,92-120
2886.93,4828,2157.43,2,15,92-120
2883.31,4828,2142.87,2,15,92-120
2879.68,4828,2128.32,2,16,92-120
2876.05,4828,2113.76,2,16,92-120
2872.42,4828,2099.21,2,16,92-120
2868.79,4828,2084.65,2,16,92-120
2865.16,4828,2070.1,2,16,92-120
2863.3,4828,2062.65,2,16,92-120
2509.3,5014,2657.8,2,15,92-121
2509.3,5014,2642.8,2,15,92-121
2509.3,5014,2627.8,2,15,92-121
2509.3,5014,2612.8,2,15,92-121
2509.3,5014,2597.8,2,14,92-121
2509.3,5014,2582.8,2,13,92-121
2509.3,5014,2567.8,2,13,92-121
2509.3,5014,2552.8,2,13,92-121
2509.3,5014,2537.8,2,13,92-121
2509.3,5014,2522.8,2,13,92-121
2509.3,5014,2507.8,2,13,92-121
2509.3,5014,2492.8,1,13,92-121
2509.3,5014,2477.8,1,13,92-121
2509.3,5014,2462.8,1,13,92-121
2509.3,5014,2447.8,1,13,92-121
2509.3,5014,2432.8,1,13,92-121
2509.3,5014,2417.8,1,13,92-121
2509.3,5014,2402.8,2,13,92-121
2509.3,5014,2387.8,2,13,92-121
2509.3,5014,2372.8,2,13,92-121
2509.3,5014,2357.8,2,13,92-121
2509.3,5014,2342.8,2,13,92-121
2509.3,5014,2327.8,2,13,92-121
2509.3,5014,2312.8,2,13,92-121
2509.3,5014,2297.8,2,13,92-121
2509.3,5014,2282.8,2,13,92-121
2509.3,5014,2267.8,3,13,92-121
2509.3,5014,2252.8,3,13,92-121
2509.3,5014,2237.8,3,13,92-121
2509.3,5014,2222.8,3,13,92-121
2509.3,5014,2207.8,3,13,92-121
2509.3,5014,2192.8,3,13,92-121
2509.3,5014,2177.8,3,13,92-121
2509.3,5014,2162.8,3,13,92-121
2509.3,5014,2147.8,3,14,92-121
2509.3,5014,2132.8,3,16,92-121
2509.3,5014,2117.8,3,16,92-121
2509.3,5014,2102.8,3,16,92-121
2509.3,5014,2087.8,3,16,92-121
2509.3,5014,2072.8,3,16,92-121
2509.3,5014,2064.98,3,16,92-121
3131.78,5003,2637.45,2,16,92-122
3122.14,5003,2625.96,2,16,92-122
3112.5,5003,2614.47,2,15,92-122
3102.85,5003,2602.98,2,15,92-122
3093.21,5003,2591.49,2,15,92-122
3083.57,5003,2580,2,15,92-122
3073.93,5003,2568.51,2,15,92-122
3064.29,5003,2557.02,2,14,92-122
3054.64,5003,2545.53,2,13,92-122
3045,5003,2534.04,2,13,92-122
3035.36,5003,2522.55,2,13,92-122
3025.72,5003,2511.06,2,13,92-122
3016.08,5003,2499.57,2,13,92-122
3006.44,5003,2488.08,2,13,92-122
2996.79,5003,2476.59,1,13,92-122
2987.15,5003,2465.09,1,13,92-122
2977.51,5003,2453.6,1,13,92-122
2967.87,5003,2442.11,1,13,92-122
2958.23,5003,2430.62,1,13,92-122
2948.58,5003,2419.13,1,13,92-122
2938.94,5003,2407.64,1,13,92-122
2929.3,5003,2396.15,2,13,92-122
2919.66,5003,2384.66,2,13,92-122
2910.02,5003,2373.17,2,13,92-122
2900.38,5003,2361.68,2,13,92-122
2890.73,5003,2350.19,2,13,92-122
2881.09,5003,2338.7,2,13,92-122
2871.45,5003,2327.21,2,13,92-122
2861.81,5003,2315.72,2,13,92-122
2852.17,5003,2304.23,2,13,92-122
2842.52,5003,2292.73,2,13,92-122
2832.88,5003,2281.24,2,13,92-122
2823.24,5003,2269.75,2,13,92-122
2814.68,5003,2259.55,2,13,92-122
3220.68,5106,2626.43,2,,92-123
3210.64,5106,2615.28,2,,92-123
3200.61,5106,2604.13,2,,92-123
3190.57,5106,2592.98,2,,92-123
3180.53,5106,2581.84,2,,92-123
3170.5,5106,2570.69,2,,92-123
3160.46,5106,2559.54,2,,92-123
3150.42,5106,2548.4,2,,92-123
3140.39,5106,2537.25,1,,92-123
3130.35,5106,2526.1,1,,92-123
3120.31,5106,2514.95,1,15,92-123
3110.27,5106,2503.81,1,15,92-123
3100.24,5106,2492.66,1,14,92-123
3090.2,5106,2481.51,1,13,92-123
3080.16,5106,2470.37,1,13,92-123
3070.13,5106,2459.22,1,13,92-123
3060.09,5106,2448.07,1,13,92-123
3050.05,5106,2436.92,2,13,92-123
3040.02,5106,2425.78,2,13,92-123
3029.98,5106,2414.63,2,13,92-123
3019.94,5106,2403.48,2,13,92-123
3009.91,5106,2392.34,2,13,92-123
2999.87,5106,2381.19,2,13,92-123
2989.83,5106,2370.04,2,13,92-123
2979.79,5106,2358.89,2,13,92-123
2969.76,5106,2347.75,2,13,92-123
2959.72,5106,2336.6,2,13,92-123
2949.68,5106,2325.45,2,13,92-123
2939.65,5106,2314.31,2,12,92-123
2929.61,5106,2303.16,2,12,92-123
2924.24,5106,2297.19,2,12,92-123
2730.62,5210.7,2644.05,1,13,92-124
2740.26,5210.7,2632.56,1,13,92-124
2749.9,5210.7,2621.07,1,13,92-124
2759.55,5210.7,2609.58,1,13,92-124
2769.19,5210.7,2598.09,1,12,92-124
2778.83,5210.7,2586.6,1,12,92-124
2788.47,5210.7,2575.11,1,12,92-124
2798.11,5210.7,2563.62,1,12,92-124
2807.76,5210.7,2552.13,1,12,92-124
2817.4,5210.7,2540.64,1,12,92-124
2827.04,5210.7,2529.15,1,12,92-124
2836.68,5210.7,2517.66,1,14,92-124
2846.32,5210.7,2506.17,1,13,92-124
2855.96,5210.7,2494.68,1,12,92-124
2865.61,5210.7,2483.19,1,12,92-124
2875.25,5210.7,2471.69,1,12,92-124
2884.89,5210.7,2460.2,2,12,92-124
2890.93,5210.7,2453,2,12,92-124
2794.87,5209.5,2638.5,1,13,92-125
2801.21,5209.5,2624.91,1,13,92-125
2807.55,5209.5,2611.31,1,13,92-125
2813.89,5209.5,2597.72,1,13,92-125
2820.23,5209.5,2584.12,1,13,92-125
2826.57,5209.5,2570.53,1,13,92-125
2832.91,5209.5,2556.93,1,14,92-125
2839.24,5209.5,2543.34,1,14,92-125
2845.58,5209.5,2529.75,1,14,92-125
2851.92,5209.5,2516.15,1,13,92-125
2858.26,5209.5,2502.56,1,13,92-125
2864.6,5209.5,2488.96,1,13,92-125
2870.94,5209.5,2475.37,1,12,92-125
2877.28,5209.5,2461.77,2,12,92-125
2883.62,5209.5,2448.18,2,12,92-125
2889.96,5209.5,2434.58,2,12,92-125
2896.3,5209.5,2420.99,2,13,92-125
2902.64,5209.5,2407.39,2,13,92-125
2908.98,5209.5,2393.8,2,13,92-125
2915.32,5209.5,2380.2,2,13,92-125
2921.66,5209.5,2366.61,2,12,92-125
2927.99,5209.5,2353.02,2,12,92-125
2934.33,5209.5,2339.42,2,12,92-125
2940.67,5209.5,2325.83,2,12,92-125
2947.01,5209.5,2312.23,2,12,92-125
2953.35,5209.5,2298.64,2,12,92-125
2959.69,5209.5,2285.04,2,12,92-125
2966.03,5209.5,2271.45,2,13,92-125
2972.37,5209.5,2257.85,3,13,92-125
2975.57,5209.5,2250.99,3,13,92-125
2945.72,5209.2,2639.25,1,,92-126
2955.36,5209.2,2627.76,1,13,92-126
2965,5209.2,2616.27,1,13,92-126
2974.65,5209.2,2604.78,1,13,92-126
2984.29,5209.2,2593.29,1,13,92-126
2993.93,5209.2,2581.8,1,13,92-126
3003.57,5209.2,2570.31,1,13,92-126
3013.21,5209.2,2558.82,1,13,92-126
3022.86,5209.2,2547.33,1,13,92-126
3032.5,5209.2,2535.84,1,12,92-126
3042.14,5209.2,2524.35,1,12,92-126
3051.78,5209.2,2512.86,1,12,92-126
3061.42,5209.2,2501.37,1,13,92-126
3071.06,5209.2,2489.88,1,13,92-126
3080.71,5209.2,2478.39,1,12,92-126
3087.36,5209.2,2470.46,1,12,92-126
3262.28,5195.5,2623.25,2,,92-127
3252.64,5195.5,2611.76,2,16,92-127
3243,5195.5,2600.27,2,15,92-127
3233.35,5195.5,2588.78,1,15,92-127
3223.71,5195.5,2577.29,1,15,92-127
3214.07,5195.5,2565.8,1,15,92-127
3204.43,5195.5,2554.31,1,15,92-127
3194.79,5195.5,2542.82,1,15,92-127
3185.14,5195.5,2531.33,1,15,92-127
3175.5,5195.5,2519.84,1,13,92-127
3165.86,5195.5,2508.35,1,13,92-127
3156.22,5195.5,2496.86,1,13,92-127
3146.58,5195.5,2485.37,1,13,92-127
3139.72,5195.5,2477.19,1,13,92-127
