X,Y,Z,RockUnit,Lith Code
6741.66,7348.96,1412.93,2,3
6591.67,7205.74,1639.36,1,1
6591.67,7205.74,1625.28,1,1
6591.67,7205.74,1611.19,3,1
6591.67,7205.74,1596.19,3,1
6591.67,7205.74,1581.19,3,3
6591.67,7205.74,1566.19,3,3
6591.67,7205.74,1551.19,3,3
6591.67,7205.74,1536.19,3,3
6591.67,7205.74,1521.19,3,3
6591.67,7205.74,1506.19,2,3
6591.67,7205.74,1491.19,2,3
6591.67,7205.74,1476.19,2,3
6591.67,7205.74,1461.19,2,3
6591.67,7205.74,1448.28,2,3
6535.12,7329.43,1635.95,1,1
6535.12,7329.43,1620.95,1,1
6535.12,7329.43,1608.84,1,1
6535.12,7329.43,1596.72,3,1
6535.12,7329.43,1581.72,3,1
6535.12,7329.43,1566.72,3,1
6535.12,7329.43,1551.72,3,1
6535.12,7329.43,1536.72,3,1
6535.12,7329.43,1521.72,3,1
6535.12,7329.43,1506.72,3,1
6535.12,7329.43,1491.72,2,1
6535.12,7329.43,1476.72,2,1
6535.12,7329.43,1461.72,2,1
6535.12,7329.43,1446.72,2,1
6535.12,7329.43,1431.72,2,1
6535.12,7329.43,1418.34,2,1
6479.92,7134.05,1668.08,1,1
6479.92,7134.05,1653.08,1,1
6479.92,7134.05,1638.08,1,1
6479.92,7134.05,1623.08,1,1
6479.92,7134.05,1612.07,1,1
6479.92,7134.05,1601.05,3,1
6479.92,7134.05,1586.05,3,1
6479.92,7134.05,1571.05,3,1
6479.92,7134.05,1556.05,3,1
6479.92,7134.05,1541.05,3,1
6479.92,7134.05,1526.05,3,1
6479.92,7134.05,1511.05,2,1
6479.92,7134.05,1496.05,2,1
6479.92,7134.05,1481.05,2,1
6479.92,7134.05,1466.05,2,1
6479.92,7134.05,1451.05,2,1
6479.92,7134.05,1436.05,2,1
6479.92,7134.05,1421.05,2,1
6479.92,7134.05,1406.05,2,1
6691.63,7113.5,1671.25,1,1
6691.63,7113.5,1656.25,1,1
6691.63,7113.5,1641.25,1,1
6691.63,7113.5,1626.25,1,1
6691.63,7113.5,1611.25,1,1
6691.63,7113.5,1601.51,1,1
6691.63,7113.5,1591.76,3,1
6691.63,7113.5,1576.76,3,1
6691.63,7113.5,1561.76,3,3
6691.63,7113.5,1546.76,3,3
6691.63,7113.5,1531.76,3,3
6691.63,7113.5,1516.76,3,3
6691.63,7113.5,1501.76,3,3
6691.63,7113.5,1486.76,3,3
6691.63,7113.5,1471.76,3,3
6691.63,7113.5,1456.76,3,3
6691.63,7113.5,1444.01,2,3
6691.18,7258.1,1687.8,1,3
6691.18,7258.1,1672.8,1,3
6691.18,7258.1,1657.8,1,3
6691.18,7258.1,1642.8,1,3
6691.18,7258.1,1628.9,1,3
6691.18,7258.1,1615,3,3
6691.18,7258.1,1600,3,3
6691.18,7258.1,1585,3,3
6691.18,7258.1,1570,3,3
6691.18,7258.1,1555,3,3
6691.18,7258.1,1540,3,3
6691.18,7258.1,1525,3,3
6691.18,7258.1,1510,3,3
6691.18,7258.1,1495,3,3
6691.18,7258.1,1480,3,3
6691.18,7258.1,1465,2,3
6691.18,7258.1,1456.4,2,3
6699.93,7374.73,1687.5,1,3
6699.93,7374.73,1672.5,1,3
6699.93,7374.73,1657.5,1,3
6699.93,7374.73,1642.5,1,3
6699.93,7374.73,1627.5,1,3
6699.93,7374.73,1617.92,1,3
6699.93,7374.73,1608.33,3,3
6699.93,7374.73,1593.33,3,3
6699.93,7374.73,1578.33,3,3
6699.93,7374.73,1563.33,3,3
6699.93,7374.73,1548.33,3,3
6699.93,7374.73,1533.33,3,3
6699.93,7374.73,1518.33,3,3
6699.93,7374.73,1503.33,3,3
6699.93,7374.73,1488.33,3,3
6699.93,7374.73,1473.33,2,3
6699.93,7374.73,1458.33,2,3
6699.93,7374.73,1443.33,2,3
6699.93,7374.73,1428.33,2,3
6699.93,7374.73,1415.42,2,3
6437.57,7326.11,1622.11,1,3
6437.57,7326.11,1608.5,1,3
6437.57,7326.11,1594.89,3,3
6437.57,7326.11,1579.89,3,3
6437.57,7326.11,1564.89,3,3
6437.57,7326.11,1549.89,3,3
6437.57,7326.11,1534.89,3,3
6437.57,7326.11,1519.89,3,3
6437.57,7326.11,1504.89,2,3
6437.57,7326.11,1489.89,3,3
6437.57,7326.11,1474.89,2,1
6437.57,7326.11,1459.89,2,1
6437.57,7326.11,1444.89,2,1
6437.57,7326.11,1429.89,2,1
6437.57,7326.11,1414.89,2,1
6337.3,7240.84,1602.61,1,3
6337.3,7240.84,1587.61,1,3
6337.3,7240.84,1578.69,1,3
6337.3,7240.84,1569.77,3,3
6337.3,7240.84,1554.77,3,3
6337.3,7240.84,1539.77,3,3
6337.3,7240.84,1524.77,3,3
6337.3,7240.84,1509.77,3,3
6337.3,7240.84,1494.77,3,1
6337.3,7240.84,1479.77,3,1
6337.3,7240.84,1464.77,2,1
6337.3,7240.84,1449.77,2,3
6337.3,7240.84,1434.77,2,3
6337.3,7240.84,1419.77,2,3
6337.3,7240.84,1404.77,2,3
6239.67,7235.87,1631.04,1,3
6239.67,7235.87,1616.04,1,3
6239.67,7235.87,1601.04,1,3
6239.67,7235.87,1586.12,1,3
6239.67,7235.87,1571.2,3,3
6239.67,7235.87,1556.2,3,3
6239.67,7235.87,1541.2,3,3
6239.67,7235.87,1526.2,3,3
6239.67,7235.87,1511.2,3,3
6239.67,7235.87,1496.2,3,3
6239.67,7235.87,1481.2,3,3
6239.67,7235.87,1466.2,3,3
6239.67,7235.87,1451.2,2,3
6239.67,7235.87,1436.2,2,3
6239.67,7235.87,1421.2,2,3
6239.67,7235.87,1406.2,2,3
6618.8,7121.95,1673.91,1,1
6618.8,7121.95,1658.91,1,1
6618.8,7121.95,1643.91,1,1
6618.8,7121.95,1628.91,1,1
6618.8,7121.95,1614.27,1,1
6618.8,7121.95,1599.62,3,1
6618.8,7121.95,1584.62,3,1
6618.8,7121.95,1569.62,3,1
6618.8,7121.95,1554.62,3,1
6618.8,7121.95,1539.62,3,1
6618.8,7121.95,1524.62,3,1
6618.8,7121.95,1509.62,3,3
6618.8,7121.95,1494.62,3,3
6618.8,7121.95,1479.62,2,3
6618.8,7121.95,1464.62,2,3
6618.8,7121.95,1449.62,2,3
6618.8,7121.95,1434.62,2,3
6618.8,7121.95,1419.62,1,3
6618.8,7121.95,1404.62,2,3
6615.59,7339.77,1677.23,1,1
6615.59,7339.77,1662.23,1,1
6615.59,7339.77,1647.23,1,3
6615.59,7339.77,1632.23,1,3
6615.59,7339.77,1617.23,1,3
6615.59,7339.77,1609.01,1,3
6615.59,7339.77,1600.79,3,3
6615.59,7339.77,1585.79,3,3
6615.59,7339.77,1570.79,3,3
6615.59,7339.77,1555.79,3,3
6615.59,7339.77,1540.79,3,3
6615.59,7339.77,1525.79,3,3
6615.59,7339.77,1510.79,3,3
6615.59,7339.77,1495.79,3,3
6615.59,7339.77,1480.79,2,3
6615.59,7339.77,1465.79,2,3
6615.59,7339.77,1450.79,2,3
6615.59,7339.77,1435.79,2,3
6615.59,7339.77,1420.79,1,3
6615.59,7339.77,1405.79,2,3
6395.98,7041.8,1634.28,1,1
6395.98,7041.8,1619.28,1,1
6395.98,7041.8,1604.28,1,1
6395.98,7041.8,1589.28,1,1
6395.98,7041.8,1581.5,1,1
6395.98,7041.8,1573.71,3,1
6395.98,7041.8,1558.71,3,1
6395.98,7041.8,1543.71,3,1
6395.98,7041.8,1528.71,3,1
6395.98,7041.8,1513.71,3,1
6395.98,7041.8,1498.71,3,1
6395.98,7041.8,1483.71,3,1
6395.98,7041.8,1468.71,3,1
6395.98,7041.8,1453.71,2,1
6395.98,7041.8,1438.71,2,1
6395.98,7041.8,1423.71,2,3
6395.98,7041.8,1408.71,2,3
6736.92,7257.22,1687.5,1,3
6736.92,7257.22,1672.5,1,3
6736.92,7257.22,1657.5,1,3
6736.92,7257.22,1642.5,1,3
6736.92,7257.22,1627.5,1,3
6736.92,7257.22,1619.01,1,3
6736.92,7257.22,1611.51,3,3
