X,Y,Z,RockUnit,Lith Code
7501.8,5688.3,1371.14,4,4
7501.8,5688.3,1356.14,4,4
7501.8,5688.3,1341.14,4,4
7501.8,5688.3,1326.14,4,4
7501.8,5688.3,1311.14,4,4
7501.8,5688.3,1296.14,4,4
7501.8,5688.3,1281.14,4,4
7501.8,5688.3,1266.14,4,4
7501.8,5902.6,1626.16,4,2
7501.8,5902.6,1611.16,4,2
7501.8,5902.6,1596.16,4,2
7501.8,5902.6,1581.16,4,2
7501.8,5902.6,1566.16,4,2
7501.8,5902.6,1551.16,2,2
7501.8,5902.6,1536.16,2,2
7501.8,5902.6,1521.16,2,2
7501.8,5902.6,1506.16,2,2
7501.8,5902.6,1491.16,2,2
7501.8,5902.6,1476.16,2,2
7501.8,5902.6,1461.16,2,2
7501.8,5902.6,1446.16,2,2
7501.8,5902.6,1431.16,2,2
7501.8,5902.6,1416.16,2,2
7501.8,5902.6,1401.16,2,2
7501.8,5902.6,1386.16,2,2
7501.8,5902.6,1371.16,2,2
7501.8,5902.6,1356.16,2,2
7501.8,5902.6,1341.16,2,2
7501.8,5902.6,1326.16,4,2
7501.8,5902.6,1311.16,4,2
7501.8,5902.6,1296.16,4,2
7846.2,5997.1,1408.4,4,4
7846.2,5997.1,1393.4,4,4
7846.2,5997.1,1378.4,4,4
7846.2,5997.1,1363.4,4,4
7846.2,5997.1,1348.4,4,4
7846.2,5997.1,1333.4,4,4
7846.2,5997.1,1318.4,4,4
7846.2,5997.1,1303.4,4,4
7846.2,5997.1,1288.4,4,4
7846.2,5997.1,1273.4,4,4
7846.2,5997.1,1258.4,4,4
7846.2,5997.1,1243.4,4,4
7846.2,5997.1,1228.4,4,4
7109.9,6708.6,1559.13,1,3
7109.9,6708.6,1544.13,2,3
7109.9,6708.6,1529.13,2,3
7109.9,6708.6,1514.13,2,3
7109.9,6708.6,1499.13,2,3
7109.9,6708.6,1484.13,2,3
7109.9,6708.6,1469.13,2,3
7109.9,6708.6,1454.13,2,3
7109.9,6708.6,1439.13,2,3
7109.9,6708.6,1424.13,2,3
7109.9,6708.6,1409.13,3,3
7109.9,6708.6,1394.13,3,3
7109.9,6708.6,1379.13,3,3
7109.9,6708.6,1364.13,3,3
7336,5709.9,1535.21,4,4
7336,5709.9,1520.21,1,4
7336,5709.9,1505.21,2,4
7336,5709.9,1490.21,2,4
7336,5709.9,1475.21,2,4
7336,5709.9,1460.21,2,4
7336,5709.9,1445.21,2,4
7336,5709.9,1430.21,2,4
7336,5709.9,1415.21,2,4
7336,5709.9,1400.21,2,4
7336,5709.9,1385.21,2,4
7336,5709.9,1370.21,2,4
7336,5709.9,1355.21,2,4
7336,5709.9,1340.21,2,4
7336,5709.9,1325.21,4,4
7336,5709.9,1310.21,4,4
7336,5709.9,1295.21,4,4
7336,5709.9,1280.21,4,4
7336,5709.9,1265.21,4,4
7336,5709.9,1250.21,3,4
6288,6276.4,1546.3,1,3
6288,6276.4,1531.3,2,3
6288,6276.4,1516.3,2,3
6288,6276.4,1501.3,2,2
6288,6276.4,1486.3,2,2
6288,6276.4,1471.3,2,2
6288,6276.4,1456.3,2,2
6288,6276.4,1441.3,2,2
6288,6276.4,1426.3,3,2
6288,6276.4,1411.3,3,2
6288,6276.4,1396.3,3,2
7325.6,6696.1,1480.01,1,3
7325.6,6696.1,1465.01,2,3
7325.6,6696.1,1450.01,2,3
7325.6,6696.1,1435.01,2,3
7325.6,6696.1,1420.01,2,3
7325.6,6696.1,1405.01,2,3
7325.6,6696.1,1390.01,2,3
7325.6,6696.1,1375.01,2,3
7325.6,6696.1,1360.01,2,3
7325.6,6696.1,1345.01,2,3
7325.6,6696.1,1330.01,3,3
7325.6,6696.1,1315.01,3,3
8012.4,6087.5,1437.3,1,4
8012.4,6087.5,1422.3,1,4
8012.4,6087.5,1407.3,1,4
8012.4,6087.5,1392.3,1,4
8012.4,6087.5,1377.3,2,4
8012.4,6087.5,1362.3,2,4
8012.4,6087.5,1347.3,4,4
8012.4,6087.5,1332.3,4,4
8012.4,6087.5,1317.3,4,4
8012.4,6087.5,1302.3,4,4
8012.4,6087.5,1287.3,4,4
8012.4,6087.5,1272.3,4,4
8012.4,6087.5,1257.3,4,4
8012.4,6087.5,1242.3,4,4
8012.4,6087.5,1227.3,3,4
8012.4,6087.5,1212.3,3,4
8012.4,6087.5,1197.3,3,4
8012.4,6087.5,1182.3,3,4
8012.4,6087.5,1167.3,3,4
8012.4,6087.5,1152.3,3,4
6630,5675.6,1444.94,1,4
6630,5675.6,1429.94,1,4
6630,5675.6,1414.94,2,4
6630,5675.6,1399.94,2,4
6630,5675.6,1384.94,3,4
6630,5675.6,1369.94,3,4
6630,5675.6,1354.94,3,4
6630,5675.6,1339.94,3,4
6630,5675.6,1324.94,3,4
6630,5675.6,1309.94,3,4
6630,5675.6,1294.94,3,4
6630,5675.6,1279.94,3,4
6630,5675.6,1264.94,3,4
6630,5675.6,1249.94,3,4
6287.8,6497.7,1494.48,1,1
6287.8,6497.7,1479.48,1,1
6287.8,6497.7,1464.48,2,1
6287.8,6497.7,1449.48,2,1
6287.8,6497.7,1434.48,2,1
6287.8,6497.7,1419.48,2,1
6287.8,6497.7,1404.48,3,1
6287.8,6497.7,1389.48,3,1
6287.8,6497.7,1374.48,3,1
6287.8,6497.7,1359.48,3,1
6287.8,6497.7,1344.48,3,1
8020.4,6313.9,1339.69,1,4
8020.4,6313.9,1324.69,2,4
8020.4,6313.9,1309.69,2,4
8020.4,6313.9,1294.69,2,4
8020.4,6313.9,1279.69,2,4
8020.4,6313.9,1264.69,3,4
8020.4,6313.9,1249.69,3,4
8020.4,6313.9,1234.69,3,4
8020.4,6313.9,1219.69,3,4
8020.4,6313.9,1204.69,3,4
8020.4,6313.9,1189.69,3,4
7497.3,5495.3,1436.26,4,4
7497.3,5495.3,1421.26,4,4
7497.3,5495.3,1406.26,4,4
7497.3,5495.3,1391.26,4,4
7497.3,5495.3,1376.26,4,4
7497.3,5495.3,1361.26,4,4
7497.3,5495.3,1346.26,4,4
7497.3,5495.3,1331.26,4,4
7497.3,5495.3,1316.26,4,4
7497.3,5495.3,1301.26,4,4
7497.3,5495.3,1286.26,4,4
6122.4,6195.7,1503.05,1,2
6122.4,6195.7,1488.05,1,2
6122.4,6195.7,1473.05,1,2
6122.4,6195.7,1458.05,1,2
6122.4,6195.7,1443.05,2,2
6122.4,6195.7,1428.05,2,2
6122.4,6195.7,1413.05,2,2
6122.4,6195.7,1398.05,3,2
8188.4,5992.7,1356.88,4,4
8188.4,5992.7,1341.88,4,4
8188.4,5992.7,1326.88,4,4
8188.4,5992.7,1311.88,4,4
8188.4,5992.7,1296.88,4,4
8188.4,5992.7,1281.88,4,4
8188.4,5992.7,1266.88,4,4
8188.4,5992.7,1251.88,4,4
8188.4,5992.7,1236.88,4,4
8188.4,5992.7,1221.88,4,4
8188.4,5992.7,1206.88,4,4
8188.4,5992.7,1191.88,4,4
8188.4,5992.7,1176.88,4,4
6903.8,6401.8,1777.5,1,3
6903.8,6401.8,1762.5,1,3
6903.8,6401.8,1747.5,1,3
6903.8,6401.8,1732.5,1,3
6903.8,6401.8,1717.5,1,3
6903.8,6401.8,1702.5,1,3
6903.8,6401.8,1687.5,1,3
6903.8,6401.8,1672.5,1,3
6903.8,6401.8,1657.5,1,3
6903.8,6401.8,1642.5,1,3
6903.8,6401.8,1627.5,1,3
6903.8,6401.8,1612.5,1,3
6903.8,6401.8,1597.5,1,3
6903.8,6401.8,1582.5,2,3
6903.8,6401.8,1567.5,2,3
6903.8,6401.8,1552.5,2,3
6903.8,6401.8,1537.5,2,3
6903.8,6401.8,1522.5,2,3
6903.8,6401.8,1507.5,3,3
6903.8,6401.8,1492.5,3,3
6903.8,6401.8,1477.5,3,3
6903.8,6401.8,1462.5,3,3
6903.8,6401.8,1447.5,3,3
6903.8,6401.8,1432.5,3,3
6903.8,6401.8,1417.5,3,3
6903.8,6401.8,1402.5,3,3
6903.8,6401.8,1387.5,3,3
6903.8,6401.8,1372.5,3,3
6903.8,6401.8,1357.5,3,3
6903.8,6401.8,1342.5,3,3
6903.8,6401.8,1327.5,3,3
7325.8,6178.1,1572.42,1,2
7325.8,6178.1,1557.42,2,2
7325.8,6178.1,1542.42,2,2
7325.8,6178.1,1527.42,2,2
7325.8,6178.1,1512.42,2,2
7325.8,6178.1,1497.42,2,2
7325.8,6178.1,1482.42,2,2
7325.8,6178.1,1467.42,2,2
7325.8,6178.1,1452.42,2,2
7325.8,6178.1,1437.42,2,2
7325.8,6178.1,1422.42,2,2
7325.8,6178.1,1407.42,2,2
7325.8,6178.1,1392.42,2,2
7325.8,6178.1,1377.42,3,2
7325.8,6178.1,1362.42,3,2
7325.8,6178.1,1347.42,3,2
7325.8,6178.1,1332.42,3,2
7325.8,6178.1,1317.42,3,2
7325.8,6178.1,1302.42,3,2
7325.8,6178.1,1287.42,3,2
6805.9,5577.3,1436.24,1,4
6805.9,5577.3,1421.24,1,4
6805.9,5577.3,1406.24,2,4
6805.9,5577.3,1391.24,2,4
6805.9,5577.3,1376.24,2,4
6805.9,5577.3,1361.24,2,4
6805.9,5577.3,1346.24,3,4
7320.7,6899.9,1471.76,1,1
7320.7,6899.9,1456.76,2,1
7320.7,6899.9,1441.76,2,1
7320.7,6899.9,1426.76,2,1
7320.7,6899.9,1411.76,2,1
7320.7,6899.9,1396.76,2,1
7320.7,6899.9,1381.76,2,1
7320.7,6899.9,1366.76,2,1
7320.7,6899.9,1351.76,2,1
7320.7,6899.9,1336.76,3,1
7320.7,6899.9,1321.76,3,1
7320.7,6899.9,1306.76,3,1
7320.7,6899.9,1291.76,3,1
7320.7,6899.9,1276.76,3,1
6881.2,6320.7,1777.5,1,3
6881.2,6320.7,1762.5,1,3
6881.2,6320.7,1747.5,1,3
6881.2,6320.7,1732.5,1,3
6881.2,6320.7,1717.5,1,3
6881.2,6320.7,1702.5,1,3
6881.2,6320.7,1687.5,1,3
6881.2,6320.7,1672.5,1,3
6881.2,6320.7,1657.5,1,3
6881.2,6320.7,1642.5,1,3
6881.2,6320.7,1627.5,1,3
6881.2,6320.7,1612.5,1,3
6881.2,6320.7,1597.5,2,3
6881.2,6320.7,1582.5,2,3
6881.2,6320.7,1567.5,2,3
6881.2,6320.7,1552.5,2,3
6881.2,6320.7,1537.5,2,3
6881.2,6320.7,1522.5,2,3
6881.2,6320.7,1507.5,2,3
6881.2,6320.7,1492.5,2,3
6881.2,6320.7,1477.5,2,3
6881.2,6320.7,1462.5,3,3
6881.2,6320.7,1447.5,3,3
6881.2,6320.7,1432.5,3,3
6881.2,6320.7,1417.5,3,3
6881.2,6320.7,1402.5,3,3
6881.2,6320.7,1387.5,3,3
7843.8,6607.2,1355.11,1,4
7843.8,6607.2,1340.11,2,4
7843.8,6607.2,1325.11,2,4
7843.8,6607.2,1310.11,3,4
7843.8,6607.2,1295.11,3,4
7843.8,6607.2,1280.11,3,4
7843.8,6607.2,1265.11,3,4
7843.8,6607.2,1250.11,3,4
7843.8,6607.2,1235.11,3,4
7843.8,6607.2,1220.11,3,4
7843.8,6607.2,1205.11,3,4
7843.8,6607.2,1190.11,3,4
7855.9,6793.4,1366.45,1,4
7855.9,6793.4,1351.45,1,4
7855.9,6793.4,1336.45,1,4
7855.9,6793.4,1321.45,2,1
7855.9,6793.4,1306.45,2,1
7855.9,6793.4,1291.45,3,1
7855.9,6793.4,1276.45,3,1
7855.9,6793.4,1261.45,3,1
7855.9,6793.4,1246.45,3,1
7855.9,6793.4,1231.45,3,1
7855.9,6793.4,1216.45,3,1
7855.9,6793.4,1201.45,3,1
6926.4,6525.9,1712.55,1,3
6926.4,6525.9,1697.55,1,1
6926.4,6525.9,1682.55,1,1
6926.4,6525.9,1667.55,1,3
6926.4,6525.9,1652.55,1,3
6926.4,6525.9,1637.55,1,3
6926.4,6525.9,1622.55,1,3
6926.4,6525.9,1607.55,1,3
6926.4,6525.9,1592.55,2,3
6926.4,6525.9,1577.55,2,3
6926.4,6525.9,1562.55,2,3
6926.4,6525.9,1547.55,2,3
6926.4,6525.9,1532.55,2,3
6926.4,6525.9,1517.55,2,3
6926.4,6525.9,1502.55,2,3
6926.4,6525.9,1487.55,2,3
6926.4,6525.9,1472.55,2,3
6926.4,6525.9,1457.55,2,3
6926.4,6525.9,1442.55,3,3
6926.4,6525.9,1427.55,3,3
6926.4,6525.9,1412.55,3,3
6926.4,6525.9,1397.55,3,3
6926.4,6525.9,1382.55,3,3
6926.4,6525.9,1367.55,3,3
6926.4,6525.9,1352.55,3,3
6926.4,6525.9,1337.55,3,3
6926.4,6525.9,1322.55,3,3
6926.4,6525.9,1307.55,3,3
7316.8,6999.3,1474.08,1,1
7316.8,6999.3,1459.08,1,1
7316.8,6999.3,1444.08,2,1
7316.8,6999.3,1429.08,2,1
7316.8,6999.3,1414.08,2,1
7316.8,6999.3,1399.08,2,1
7316.8,6999.3,1384.08,2,1
7316.8,6999.3,1369.08,3,1
7316.8,6999.3,1354.08,3,1
7316.8,6999.3,1339.08,3,1
8363.2,6099.8,1273.27,4,4
8363.2,6099.8,1258.27,4,4
8363.2,6099.8,1243.27,4,4
8363.2,6099.8,1228.27,4,4
8363.2,6099.8,1213.27,4,4
8363.2,6099.8,1198.27,4,4
8363.2,6099.8,1183.27,4,4
8363.2,6099.8,1168.27,4,4
8363.2,6099.8,1153.27,4,4
8363.2,6099.8,1138.27,4,4
8366.7,5893.4,1263.43,4,4
8366.7,5893.4,1248.43,4,4
8366.7,5893.4,1233.43,4,4
8366.7,5893.4,1218.43,4,4
8366.7,5893.4,1203.43,4,4
8366.7,5893.4,1188.43,4,4
8366.7,5893.4,1173.43,4,4
8366.7,5893.4,1158.43,4,4
8366.7,5893.4,1143.43,4,4
6798.9,6073.6,1613.27,1,3
6798.9,6073.6,1599.47,1,3
6798.9,6073.6,1585.67,2,3
6798.9,6073.6,1570.67,2,3
6798.9,6073.6,1555.67,2,3
6798.9,6073.6,1540.67,2,3
6798.9,6073.6,1525.67,2,3
6798.9,6073.6,1510.67,2,3
6798.9,6073.6,1495.67,2,3
6798.9,6073.6,1480.67,2,3
6798.9,6073.6,1465.67,2,3
6798.9,6073.6,1450.67,2,3
6798.9,6073.6,1435.67,2,3
6798.9,6073.6,1420.67,2,3
6798.9,6073.6,1405.67,2,3
6798.9,6073.6,1390.67,2,3
6798.9,6073.6,1375.67,3,3
6798.9,6073.6,1360.67,3,3
6798.9,6073.6,1345.67,3,3
6798.9,6073.6,1330.67,3,3
6798.9,6073.6,1315.67,3,3
7467.6,7093.2,1382.23,1,1
7467.6,7093.2,1367.23,3,1
7467.6,7093.2,1352.23,3,1
7467.6,7093.2,1337.23,3,1
7467.6,7093.2,1322.23,3,1
7467.6,7093.2,1307.23,3,1
7467.6,7093.2,1292.23,3,1
7467.6,7093.2,1277.23,3,1
7467.6,7093.2,1262.23,3,1
7467.6,7093.2,1247.23,3,1
7467.6,7093.2,1232.23,3,1
7467.6,7093.2,1217.23,3,1
7021.2,6759.7,1602.6,1,1
7021.2,6759.7,1587.6,1,1
7021.2,6759.7,1572.6,2,1
7021.2,6759.7,1557.6,2,1
7021.2,6759.7,1542.6,2,1
7021.2,6759.7,1527.6,2,1
7021.2,6759.7,1512.6,2,1
7021.2,6759.7,1497.6,2,1
7021.2,6759.7,1482.6,2,1
7021.2,6759.7,1467.6,2,1
7021.2,6759.7,1452.6,2,1
7021.2,6759.7,1437.6,2,1
7021.2,6759.7,1422.6,3,1
7021.2,6759.7,1407.6,3,1
7021.2,6759.7,1392.6,3,1
7021.2,6759.7,1377.6,3,1
7021.2,6759.7,1362.6,3,1
7021.2,6759.7,1347.6,3,1
7021.2,6759.7,1332.6,3,1
7021.2,6759.7,1317.6,3,1
7021.2,6759.7,1302.6,3,1
7021.2,6759.7,1287.6,3,1
6868.2,6124.3,1672.44,1,2
6868.2,6124.3,1657.44,1,2
6868.2,6124.3,1642.44,1,2
6868.2,6124.3,1627.44,1,2
6868.2,6124.3,1612.44,2,2
6868.2,6124.3,1597.44,2,2
6868.2,6124.3,1582.44,2,2
6868.2,6124.3,1567.44,2,2
6868.2,6124.3,1552.44,2,2
6868.2,6124.3,1537.44,2,3
6868.2,6124.3,1522.44,2,3
6868.2,6124.3,1507.44,2,3
6868.2,6124.3,1492.44,2,3
6868.2,6124.3,1477.44,2,3
6868.2,6124.3,1462.44,2,3
6868.2,6124.3,1447.44,2,3
6868.2,6124.3,1432.44,2,3
6868.2,6124.3,1417.44,2,3
6868.2,6124.3,1402.44,3,3
6868.2,6124.3,1387.44,3,3
6868.2,6124.3,1372.44,3,3
6868.2,6124.3,1357.44,3,3
6868.2,6124.3,1342.44,3,3
6868.2,6124.3,1327.44,3,3
6868.2,6124.3,1312.44,3,3
6868.2,6124.3,1297.44,3,3
6868.2,6124.3,1282.44,3,3
6868.2,6124.3,1267.44,3,3
8178.6,6503.1,1357.43,1,4
8178.6,6503.1,1342.43,1,4
8178.6,6503.1,1327.43,1,4
8178.6,6503.1,1312.43,2,4
8178.6,6503.1,1297.43,2,4
8178.6,6503.1,1282.43,2,4
8178.6,6503.1,1267.43,2,4
8178.6,6503.1,1252.43,3,4
8178.6,6503.1,1237.43,3,4
8178.6,6503.1,1222.43,3,4
8178.6,6503.1,1207.43,3,4
8178.6,6503.1,1192.43,3,4
8178.6,6503.1,1177.43,3,4
7036.9,6245.3,1686.14,1,2
7036.9,6245.3,1671.14,1,2
7036.9,6245.3,1656.14,1,2
7036.9,6245.3,1641.14,1,2
7036.9,6245.3,1626.14,1,2
7036.9,6245.3,1611.14,1,2
7036.9,6245.3,1596.14,1,2
7036.9,6245.3,1581.14,2,2
7036.9,6245.3,1566.14,2,2
7036.9,6245.3,1551.14,2,2
7036.9,6245.3,1536.14,2,2
7036.9,6245.3,1521.14,2,2
7036.9,6245.3,1506.14,2,2
7036.9,6245.3,1491.14,2,2
7036.9,6245.3,1476.14,2,2
7036.9,6245.3,1461.14,2,2
7036.9,6245.3,1446.14,3,2
7036.9,6245.3,1431.14,3,2
7036.9,6245.3,1416.14,3,2
7036.9,6245.3,1401.14,3,2
7036.9,6245.3,1386.14,3,2
7036.9,6245.3,1371.14,3,2
7841.4,6900.6,1320.79,1,1
7841.4,6900.6,1305.79,3,1
7841.4,6900.6,1290.79,3,1
7841.4,6900.6,1275.79,3,1
7841.4,6900.6,1260.79,3,1
7841.4,6900.6,1245.79,3,1
7841.4,6900.6,1230.79,3,1
7841.4,6900.6,1215.79,3,1
7841.4,6900.6,1200.79,3,1
7841.4,6900.6,1185.79,3,1
7841.4,6900.6,1170.79,3,1
7841.4,6900.6,1155.79,3,1
6554,6452.3,1609.04,1,1
6554,6452.3,1594.04,1,1
6554,6452.3,1579.04,1,1
6554,6452.3,1564.04,2,1
6554,6452.3,1549.04,2,1
6554,6452.3,1534.04,2,1
6554,6452.3,1519.04,2,1
6554,6452.3,1504.04,2,1
6554,6452.3,1489.04,2,1
7101.4,6197.6,1673.02,1,2
7101.4,6197.6,1658.02,1,2
7101.4,6197.6,1643.02,1,2
7101.4,6197.6,1628.02,1,2
7101.4,6197.6,1613.02,1,2
7101.4,6197.6,1598.02,2,2
7101.4,6197.6,1583.02,2,2
7101.4,6197.6,1568.02,2,2
7101.4,6197.6,1553.02,2,2
7101.4,6197.6,1538.02,2,2
7101.4,6197.6,1523.02,2,2
7101.4,6197.6,1508.02,2,2
7101.4,6197.6,1493.02,2,2
7101.4,6197.6,1478.02,2,2
7101.4,6197.6,1463.02,2,2
7101.4,6197.6,1448.02,2,2
7101.4,6197.6,1433.02,3,2
7101.4,6197.6,1418.02,3,2
7101.4,6197.6,1403.02,3,2
7101.4,6197.6,1388.02,3,2
8188.8,6905,1252.79,3,4
8188.8,6905,1237.79,3,4
8188.8,6905,1222.79,3,4
8188.8,6905,1207.79,3,4
8188.8,6905,1192.79,3,4
8188.8,6905,1177.79,3,4
8188.8,6905,1162.79,3,4
8188.8,6905,1147.79,3,4
8188.8,6905,1132.79,3,4
8188.8,6905,1117.79,3,4
8188.8,6905,1102.79,3,4
6983.8,7201.6,1541.76,1,3
6983.8,7201.6,1526.76,1,3
6983.8,7201.6,1511.76,1,3
6983.8,7201.6,1496.76,1,3
6983.8,7201.6,1481.76,2,3
